23,853,0,200
23,853,0,200
23,853,0,200
23,853,0,200
123,593,12,400
123,593,12,400
123,593,12,400
123,593,12,400
123,593,12,400
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
123,853,72,500
